Pathway_ID	Pathway_Name	Class	Gene	Drug	Related_Pathway
hsa05100	Bacterial invasion of epithelial cells - Homo sapiens (human)	Human Diseases; Infectious disease: bacterial	CDH1; CTNNB1; CTNNA3; CTNNA1; CTNNA2; ARHGAP10; MET; GAB1; PIK3R1; PIK3R2; PIK3R3; PIK3CA; PIK3CD; PIK3CB; CRK; CRKL; DOCK1; CDC42; RAC1; WASL; WASF1; WASF2; ACTR2; ACTR3B; ACTR3C; ACTR3; ARPC1B; ARPC1A; ARPC2; ARPC3; ARPC4; ARPC5; ARPC5L; ACTG1; ACTB; SEPTIN1; SEPTIN2; SEPTIN9; SEPTIN12; SEPTIN3; SEPTIN6; SEPTIN11; SEPTIN8; CBL; SHC1; SHC2; SHC3; SHC4; CD2AP; DNM1; DNM3; DNM2; CLTA; CLTB; CLTC; CLTCL1; CAV1; CAV2; CAV3; CTTN; HCLS1; SRC; PTK2; BCAR1; PXN; FN1; ITGA5; ITGB1; ILK; MAD2L2; ARHGEF26; RHOG; ELMO1; ELMO2; ELMO3; RHOA; VCL	NA	Cell cycle; Endocytosis; Focal adhesion; ECM-receptor interaction; Regulation of actin cytoskeleton
hsa05146	Amoebiasis - Homo sapiens (human)	Human Diseases; Infectious disease: parasitic	IL1B; IL1R1; IL1R2; NFKB1; RELA; HSPB1; MUC2; COL1A1; COL1A2; COL4A2; COL4A4; COL4A6; COL4A1; COL4A5; COL4A3; FN1; LAMA1; LAMA2; LAMA3; LAMA5; LAMA4; LAMB1; LAMB2; LAMB3; LAMB4; LAMC1; LAMC2; LAMC3; CASP3; IGH; GNAQ; GNA11; GNA14; GNA15; PLCB1; PLCB2; PLCB3; PLCB4; PRKCA; PRKCB; PRKCG; GNAS; GNAL; ADCY1; PRKACA; PRKACB; PRKACG; RAB5A; RAB5B; RAB5C; RAB7A; RAB7B; TLR2; TLR4; CD14; IL6; CXCL1; CXCL2; CXCL3; CSF2; CXCL8; TNF; IL12A; IL12B; CD1A; CD1B; CD1C; CD1D; CD1E; IFNG; COL3A1; PTK2; VCL; ACTN1; ACTN4; ARG2; ARG1; NOS2; ITGB2; ITGAM; PIK3R1; PIK3R2; PIK3R3; PIK3CA; PIK3CD; PIK3CB; PRDX1; SERPINB3; SERPINB4; SERPINB6; SERPINB9; SERPINB10; SERPINB13; CTSG; IL10; TGFB1; TGFB2; TGFB3; C8A; C8B; C8G; C9	NA	Arginine and proline metabolism; Arachidonic acid metabolism; Endocytosis; Apoptosis; Focal adhesion; Complement and coagulation cascades; Antigen processing and presentation; Toll-like receptor signaling pathway; Intestinal immune network for IgA production; Regulation of actin cytoskeleton
hsa05144	Malaria - Homo sapiens (human)	Human Diseases; Infectious disease: parasitic	SDC1; SDC2; LRP1; CD81; HGF; MET; ACKR1; GYPA; GYPB; GYPC; HBA1; HBA2; HBB; TLR9; MYD88; TLR2; TLR4; IL10; TGFB1; TGFB2; TGFB3; CXCL8; IL6; CCL2; CSF3; IL1B; TNF; IL12A; IL18; KLRB1; KLRK1; KLRC4-KLRK1; IFNG; CD36; CR1; CR1L; PECAM1; VCAM1; THBS1; COMP; THBS2; THBS3; THBS4; SELE; ITGAL; ITGB2; ICAM1; CD40LG; CD40; SELP	NA	Apoptosis; Cell adhesion molecules; Complement and coagulation cascades; Toll-like receptor signaling pathway
hsa05145	Toxoplasmosis - Homo sapiens (human)	Human Diseases; Infectious disease: parasitic	IFNG; IFNGR1; IFNGR2; JAK1; JAK2; STAT1; CIITA; HLA-DMA; HLA-DMB; HLA-DOA; HLA-DOB; HLA-DPA1; HLA-DPB1; HLA-DQA1; HLA-DQA2; HLA-DQB1; HLA-DRA; HLA-DRB1; HLA-DRB3; HLA-DRB4; HLA-DRB5; IRGM; NOS2; SOCS1; MYD88; IRAK1; IRAK4; TRAF6; MAP3K7; TAB1; TAB2; MAPK1; MAPK3; MAPK8; MAPK10; MAPK9; MAP2K3; MAP2K6; MAPK11; MAPK12; MAPK13; MAPK14; CHUK; IKBKB; IKBKG; NFKBIA; NFKBIB; NFKB1; RELA; IL12A; IL12B; TNF; BCL2; BCL2L1; BIRC2; BIRC3; XIAP; BIRC7; LY96; TLR4; HSPA8; HSPA1A; HSPA1L; HSPA1B; HSPA6; TLR2; LAMA1; LAMA2; LAMA3; LAMA5; LAMA4; LAMB1; LAMB2; LAMB3; LAMB4; LAMC1; LAMC2; LAMC3; ITGA6; ITGB1; LDLR; TNFRSF1A; CASP8; CASP3; CYCS; CASP9; GNAI1; GNAI3; GNAI2; GNAO1; PIK3CG; PIK3R5; PIK3R6; PDPK1; AKT1; AKT2; AKT3; BAD; CD40LG; CD40; PPIF; CCR5; ALOX5; IL10; IL10RA; IL10RB; TYK2; STAT3; TGFB1; TGFB2; TGFB3	NA	Arachidonic acid metabolism; MAPK signaling pathway; Endocytosis; Apoptosis; Toll-like receptor signaling pathway; JAK-STAT signaling pathway
hsa05140	Leishmaniasis - Homo sapiens (human)	Human Diseases; Infectious disease: parasitic	TLR2; TLR4; MYD88; IRAK1; IRAK4; TRAF6; MAP3K7; TAB1; TAB2; NFKBIB; NFKBIA; NFKB1; RELA; IL1A; IL1B; IL12A; IL12B; TNF; IL4; NOS2; IL10; TGFB1; TGFB2; TGFB3; C3; CR1; CR1L; ITGAM; ITGB2; IGH; FCGR1A; FCGR2A; FCGR2C; FCGR3A; FCGR3B; ITGA4; ITGB1; PTGS2; PRKCB; NCF1; NCF2; NCF4; CYBB; CYBA; MAPK1; MAPK3; ELK1; FOS; JUN; MAPK11; MAPK12; MAPK13; MAPK14; IFNG; IFNGR1; IFNGR2; JAK1; JAK2; STAT1; HLA-DMA; HLA-DMB; HLA-DOA; HLA-DOB; HLA-DPA1; HLA-DPB1; HLA-DQA1; HLA-DQA2; HLA-DQB1; HLA-DRA; HLA-DRB1; HLA-DRB3; HLA-DRB4; HLA-DRB5; MARCKSL1; EEF1A1; EEF1A2; PTPN6	NA	Arachidonic acid metabolism; MAPK signaling pathway; Calcium signaling pathway; Ubiquitin mediated proteolysis; Phagosome; Complement and coagulation cascades; Toll-like receptor signaling pathway; JAK-STAT signaling pathway; Fc gamma R-mediated phagocytosis
hsa05142	Chagas disease - Homo sapiens (human)	Human Diseases; Infectious disease: parasitic	TLR4; TICAM1; TLR2; TLR6; TLR9; MYD88; IRAK1; IRAK4; TRAF6; MAP2K4; MAPK8; MAPK10; MAPK9; MAPK1; MAPK3; MAPK11; MAPK12; MAPK13; MAPK14; FOS; JUN; IKBKG; CHUK; IKBKB; NFKBIA; NFKB1; RELA; IFNB1; CCL5; CCL2; TNF; IL12A; IL12B; IL6; CXCL8; CCL3; CCL3L1; CCL3L3; IL1B; PPP2R1B; PPP2R1A; PPP2R2A; PPP2R2B; PPP2R2C; PPP2R2D; PPP2CA; PPP2CB; IFNG; IFNGR1; IFNGR2; TNFRSF1A; NOS2; C3; CALR; C1QA; C1QB; C1QC; IL10; TGFB1; TGFB2; TGFB3; ACE; KNG1; BDKRB2; GNAQ; GNA11; GNA14; GNA15; PLCB1; PLCB2; PLCB3; PLCB4; GNAI1; GNAI3; GNAI2; GNAO1; GNAS; GNAL; ADCY1; PIK3R1; PIK3R2; PIK3R3; PIK3CA; PIK3CD; PIK3CB; AKT1; AKT2; AKT3; TGFBR2; TGFBR1; SMAD2; SERPINE1; FASLG; FAS; FADD; CASP8; CFLAR; CD3D; CD3E; CD3G; CD247; IL2	NA	Arginine and proline metabolism; Calcium signaling pathway; Phosphatidylinositol signaling system; Apoptosis; TGF-beta signaling pathway; Complement and coagulation cascades; Toll-like receptor signaling pathway; Leukocyte transendothelial migration
hsa05143	African trypanosomiasis - Homo sapiens (human)	Human Diseases; Infectious disease: parasitic	IGH; TLR9; MYD88; THOP1; KNG1; NPPA; APOA1; APOL1; HPR; HBA1; HBA2; HBB; IL10; IL12A; IL12B; IL18; IFNG; TNF; IL1B; IL6; FASLG; FAS; VCAM1; SELE; ICAM1; LAMA4; IDO1; IDO2; F2RL1; GNAQ; PLCB1; PLCB2; PLCB3; PLCB4; PRKCA; PRKCB; PRKCG	NA	Tryptophan metabolism; Apoptosis; Complement and coagulation cascades; Toll-like receptor signaling pathway; Circadian rhythm
hsa05310	Asthma - Homo sapiens (human)	Human Diseases; Immune disease	HLA-DMA; HLA-DMB; HLA-DOA; HLA-DOB; HLA-DPA1; HLA-DPB1; HLA-DQA1; HLA-DQA2; HLA-DQB1; HLA-DRA; HLA-DRB1; HLA-DRB3; HLA-DRB4; HLA-DRB5; IL4; CD40LG; CD40; IGH; FCER1A; MS4A2; FCER1G; IL9; IL10; IL13; IL5; CCL11; TNF; IL3; PRG2; RNASE3; EPX	D04923; Mepolizumab (USAN/INN); D05251; Omalizumab (USAN/INN); D09897; Enokizumab (USAN/INN)	Cytokine-cytokine receptor interaction; Cell adhesion molecules; Antigen processing and presentation; JAK-STAT signaling pathway; T cell receptor signaling pathway; B cell receptor signaling pathway; Fc epsilon RI signaling pathway
hsa05322	Systemic lupus erythematosus - Homo sapiens (human)	Human Diseases; Immune disease	C1QA; C1QB; C1QC; C2; C4A; C4B; H2AX; H2AC20; H2AC12; H2AC1; H2AC25; H2AB3; H2AC8; H2AC4; MACROH2A2; MACROH2A1; H2AC19; H2AJ; H2AB1; H2AC17; H2AC18; H2AC11; H2AC21; H2AZ2; H2AC7; H2AZ1; H2AC15; H2AC6; H2AC13; H2AC14; H2AC16; H2AB2; H2AL3; H2BC15; H2BC9; H2BC14; H2BW1; H2BC1; H2BC18; H2BC17; H2BC3; H2BC8; H2BC13; H2BC4; H2BC5; H2BC6; H2BC10; H2BC21; H2BC11; H2BC12; H2BC26; H2BC7; H2BW2; histone H2B type F-S-like [KO:K11252]; H2BK1; H2BC12L; H3-5; H3-3B; H3C4; H3C3; H3C1; H3-3A; H3-4; H3C14; H3C15; H3C13; H3C6; H3C11; H3C8; H3C12; H3C10; H3C2; H3C7; H4C16; H4C15; H4C9; H4C4; H4C6; H4C12; H4C11; H4C3; H4C8; H4C2; H4C5; H4C13; H4C14; H4C1; H4C7; SNRPB; SNRPD1; SNRPD3; GRIN2A; GRIN2B; TRIM21; RO60; SSB; ACTN1; ACTN4; HLA-DMA; HLA-DMB; HLA-DOA; HLA-DOB; HLA-DPA1; HLA-DPB1; HLA-DQA1; HLA-DQA2; HLA-DQB1; HLA-DRA; HLA-DRB1; HLA-DRB3; HLA-DRB4; HLA-DRB5; CD80; CD86; CD28; CD40LG; CD40; TNF; IFNG; IL10; IGH; C1R; C1S; C3; C5; C6; C7; C8A; C8B; C8G; C9; CTSG; ELANE; FCGR1A; FCGR2A; FCGR3A; FCGR3B	NA	Cytokine-cytokine receptor interaction; Cell adhesion molecules; Complement and coagulation cascades; Antigen processing and presentation; JAK-STAT signaling pathway; T cell receptor signaling pathway; B cell receptor signaling pathway; Leukocyte transendothelial migration
hsa05323	Rheumatoid arthritis - Homo sapiens (human)	Human Diseases; Immune disease	CD80; CD86; CD28; CTLA4; HLA-DMA; HLA-DMB; HLA-DOA; HLA-DOB; HLA-DPA1; HLA-DPB1; HLA-DQA1; HLA-DQA2; HLA-DQB1; HLA-DRA; HLA-DRB1; HLA-DRB3; HLA-DRB4; HLA-DRB5; ITGAL; ITGB2; ICAM1; IL15; TNFSF13; TNFSF13B; IGH; LTB; TNF; IL1A; IL1B; IL6; IL11; IL18; TLR2; TLR4; JUN; FOS; TGFB1; TGFB2; TGFB3; IL23A; IL17A; PTH; CSF1; TNFSF11; TNFRSF11A; ATP6V1A; ATP6V1B1; ATP6V1B2; ATP6V1C2; ATP6V1C1; ATP6V1D; ATP6V1E2; ATP6V1E1; ATP6V1F; ATP6V1G1; ATP6V1G3; ATP6V1G2; ATP6V0E1; ATP6V0E2; TCIRG1; ATP6V0A2; ATP6V0A4; ATP6V0A1; ATP6V0D1; ATP6V0D2; ATP6V1H; ATP6AP1; ATP6V0C; ATP6V0B; CTSK; ACP5; MMP1; MMP3; CTSL; CSF2; CCL5; CCL2; CCL3; CCL3L1; CCL3L3; CCL20; CXCL1; CXCL2; CXCL3; CXCL5; CXCL6; CXCL8; CXCL12; VEGFA; FLT1; ANGPT1; TEK; IFNG	D00742; Etanercept (USAN/INN); D02597; Adalimumab (USAN/INN); D02598; Infliximab (USAN/INN); D03203; Abatacept (USAN/INN); D03441; Certolizumab pegol (USAN/INN); D04358; Golimumab (USAN/INN); D08866; Baminercept (USAN/INN); D08955; Odanacatib (JAN/USAN); D09704; Atacicept (USAN/INN); D09967; Secukinumab (USAN/INN); D11020; Diclofenac etalhyaluronate sodium (JAN); D11121; Gimsilumab (USAN/INN); D11343; Otilimab (USAN)	VEGF signaling pathway; Osteoclast differentiation; Toll-like receptor signaling pathway; Th17 cell differentiation; T cell receptor signaling pathway; Leukocyte transendothelial migration
hsa05320	Autoimmune thyroid disease - Homo sapiens (human)	Human Diseases; Immune disease	IFNA1; IFNA2; IFNA4; IFNA5; IFNA6; IFNA7; IFNA8; IFNA10; IFNA13; IFNA14; IFNA16; IFNA17; IFNA21; HLA-DMA; HLA-DMB; HLA-DOA; HLA-DOB; HLA-DPA1; HLA-DPB1; HLA-DQA1; HLA-DQA2; HLA-DQB1; HLA-DRA; HLA-DRB1; HLA-DRB3; HLA-DRB4; HLA-DRB5; CTLA4; TPO; TG; CD80; CD86; CD28; IL2; HLA-A; HLA-B; HLA-C; HLA-F; HLA-G; HLA-E; FASLG; FAS; PRF1; GZMB; CD40LG; CD40; IL4; IL5; IL10; IGH; TSHR; CGA; TSHB	D00562; Propylthiouracil (JP18/USP/INN)	Apoptosis; Cell adhesion molecules; Complement and coagulation cascades; Antigen processing and presentation; T cell receptor signaling pathway; B cell receptor signaling pathway; Thyroid hormone synthesis
hsa05321	Inflammatory bowel disease - Homo sapiens (human)	Human Diseases; Immune disease	TLR2; TLR4; TLR5; NFKB1; RELA; NOD2; HLA-DMA; HLA-DMB; HLA-DOA; HLA-DOB; HLA-DPA1; HLA-DPB1; HLA-DQA1; HLA-DQA2; HLA-DQB1; HLA-DRA; HLA-DRB1; HLA-DRB3; HLA-DRB4; HLA-DRB5; IFNG; IFNGR1; IFNGR2; STAT1; TBX21; IL4; IL5; IL12A; IL12B; IL12RB2; IL12RB1; STAT4; IL2; IL18; IL18R1; IL18RAP; JUN; TNF; IL6; IL1A; IL1B; TGFB1; TGFB2; TGFB3; SMAD2; SMAD3; STAT3; IL21; IL21R; IL23A; IL23R; RORC; RORA; FOXP3; IL17A; IL17F; IL22; IL4R; IL2RG; STAT6; GATA3; IL10; IL13; MAF; NFATC1	D02597; Adalimumab (USAN/INN); D02598; Infliximab (USAN/INN); D04358; Golimumab (USAN/INN)	Cytokine-cytokine receptor interaction; Antigen processing and presentation; Toll-like receptor signaling pathway; NOD-like receptor signaling pathway; JAK-STAT signaling pathway; Th17 cell differentiation; T cell receptor signaling pathway
hsa05330	Allograft rejection - Homo sapiens (human)	Human Diseases; Immune disease	HLA-A; HLA-B; HLA-C; HLA-F; HLA-G; HLA-E; CD80; CD86; CD28; IL12A; IL12B; FASLG; FAS; PRF1; GZMB; HLA-DMA; HLA-DMB; HLA-DOA; HLA-DOB; HLA-DPA1; HLA-DPB1; HLA-DQA1; HLA-DQA2; HLA-DQB1; HLA-DRA; HLA-DRB1; HLA-DRB3; HLA-DRB4; HLA-DRB5; IL2; CD40LG; CD40; IFNG; TNF; IL4; IL5; IL10; IGH	D03222; Belatacept (USAN/INN); D06071; Teneliximab (USAN/INN); D11357; Bleselumab (USAN/INN); D11610; Iscalimab (USAN/INN)	Apoptosis; Cell adhesion molecules; Complement and coagulation cascades; Antigen processing and presentation; T cell receptor signaling pathway; B cell receptor signaling pathway
hsa05332	Graft-versus-host disease - Homo sapiens (human)	Human Diseases; Immune disease	IL6; IL1A; IL1B; TNF; HLA-DMA; HLA-DMB; HLA-DOA; HLA-DOB; HLA-DPA1; HLA-DPB1; HLA-DQA1; HLA-DQA2; HLA-DQB1; HLA-DRA; HLA-DRB1; HLA-DRB3; HLA-DRB4; HLA-DRB5; CD80; CD86; CD28; IL2; HLA-A; HLA-B; HLA-C; HLA-F; HLA-G; HLA-E; FASLG; FAS; PRF1; GZMB; IFNG; KIR2DL2; KIR2DL1; KIR2DL3; KIR2DL5A; KIR3DL2; KIR3DL1; KIR3DL3; KLRC1; KLRD1	NA	Cytokine-cytokine receptor interaction; Apoptosis; Cell adhesion molecules; Antigen processing and presentation; Toll-like receptor signaling pathway; Natural killer cell mediated cytotoxicity; T cell receptor signaling pathway
hsa05340	Primary immunodeficiency - Homo sapiens (human)	Human Diseases; Immune disease	ADA; IL7R; IL2RG; JAK3; DCLRE1C; RAG1; RAG2; CD3D; CD3E; PTPRC; CD4; CD8A; CD8B; CD8B2; AIRE; TAP1; TAP2; LCK; ZAP70; RFX5; RFXAP; RFXANK; CIITA; ORAI1; IGH; IGLL1; CD79A; BLNK; BTK; IKBKG; CD40; CD40LG; UNG; AICDA; ICOS; TNFRSF13C; CD19; TNFRSF13B	D03420; Cedelizumab (USAN/INN)	Hematopoietic cell lineage; T cell receptor signaling pathway; B cell receptor signaling pathway
hsa05010	Alzheimer disease - Homo sapiens (human)	Human Diseases; Neurodegenerative disease	ADAM10; ADAM17; APP; NAE1; APBB1; GAPDH; BACE1; BACE2; RTN3; RTN4; PSENEN; PSEN1; PSEN2; NCSTN; APH1A; APH1B; IDE; MME; MAPT; ND1; ND2; ND3; ND4; ND4L; ND5; ND6; NDUFV1; NDUFV2; NDUFV3; NDUFA1; NDUFA2; NDUFA3; NDUFA4; NDUFA4L2; NDUFA5; NDUFA6; NDUFA7; NDUFA8; NDUFA9; NDUFA10; NDUFAB1; NDUFA11; NDUFA12; NDUFA13; NDUFB1; NDUFB2; NDUFB3; NDUFB4; NDUFB5; NDUFB6; NDUFB7; NDUFB8; NDUFB9; NDUFB10; NDUFB11; NDUFS1; NDUFS2; NDUFS3; NDUFS4; NDUFS5; NDUFS6; NDUFS7; NDUFS8; NDUFC1; NDUFC2; NDUFC2-KCTD14; SDHA; SDHB; SDHC; SDHD; UQCRFS1; CYTB; CYC1; UQCRC1; UQCRC2; UQCRH; UQCRHL; UQCRB; UQCRQ; UQCR10; UQCR11; COX3; COX1; COX2; COX4I2; COX4I1; COX5A; COX5B; COX6A1; COX6A2; COX6B1; COX6B2; COX6C; COX7A1; COX7A2; COX7A2L; COX7B; COX7B2; COX7C; COX8C; COX8A; ATP5F1A; ATP5F1B; ATP5F1C; ATP5F1D; ATP5F1E; ATP6; ATP5PB; ATP5MC1; ATP5MC2; ATP5MC3; ATP5PD; ATP5PO; ATP5PF; ATP8; HSD17B10; PPID; VDAC1; VDAC2; VDAC3; SLC25A4; SLC25A5; SLC25A6; SLC25A31; PPIF; LPL; APOE; LRP1; FAS; TNFRSF1A; FADD; CASP8; BID; CALML3; CALM2; CALM3; CALM1; CALML6; CALML5; CALML4; PPP3CA; PPP3CB; PPP3CC; PPP3R1; PPP3R2; BAD; CYCS; APAF1; CASP9; CASP3; CHRM1; CHRM3; CHRM5; GRM5; GNAQ; PLCB1; PLCB2; PLCB3; PLCB4; GRIN1; GRIN2A; GRIN2B; GRIN2C; GRIN2D; CACNA1C; CACNA1D; CACNA1F; CACNA1S; CHRNA7; MCU; MAPK1; MAPK3; RYR3; ITPR1; ITPR2; ITPR3; ATP2A1; ATP2A3; ATP2A2; ATF6; XBP1; DDIT3; ERN1; EIF2AK3; TRAF2; MAP3K5; MAP2K7; MAPK8; MAPK10; MAPK9; EIF2S1; ATF4; PSMA6; PSMA2; PSMA4; PSMA7; PSMA8; PSMA5; PSMA1; PSMA3; PSMB6; PSMB7; PSMB3; PSMB2; PSMB5; PSMB1; PSMB4; PSMC2; PSMC1; PSMC4; PSMC6; PSMC3; PSMC5; PSMD2; PSMD1; PSMD3; PSMD9; PSMD12; PSMD11; PSMD6; PSMD7; PSMD13; PSMD4; PSMD14; PSMD8; ADRM1; SEM1; CASP12; NOS1; CAPN1; CAPN2; CDK5R1; SLC39A2; SLC39A3; SLC39A1; SLC39A4; SLC39A5; SLC39A6; SLC39A7; SLC39A8; SLC39A9; SLC39A10; SLC39A11; SLC39A12; SLC39A13; SLC39A14; SLC11A2; CDK5; GSK3B; CASP7; DKK1; DKK2; DKK4; WNT1; WNT2; WNT2B; WNT3; WNT3A; WNT4; WNT5A; WNT5B; WNT6; WNT7A; WNT7B; WNT8A; WNT8B; WNT9A; WNT9B; WNT10B; WNT10A; WNT11; WNT16; FZD1; FZD7; FZD2; FZD3; FZD4; FZD5; FZD8; FZD6; FZD10; FZD9; LRP5; LRP6; CSNK1E; TPTEP2-CSNK1E; DVL3; DVL2; DVL1; FRAT1; FRAT2; CSNK2A1; CSNK2A2; CSNK2A3; CSNK2B; AXIN1; AXIN2; APC; APC2; CTNNB1; CSNK1A1L; CSNK1A1; KIF5A; KIF5B; KIF5C; KLC3; KLC1; KLC2; KLC4; TUBA1B; TUBA4A; TUBA3C; TUBA1A; TUBA1C; TUBA8; TUBA3E; TUBA3D; TUBAL3; TUBB6; TUBB; TUBB1; TUBB2A; TUBB3; TUBB4A; TUBB8; TUBB2B; TUBB4B; AGER; HRAS; KRAS; NRAS; ARAF; BRAF; RAF1; MAP2K1; MAP2K2; NOX1; CYBB; NOX4; RELA; NFKB1; NOS2; PTGS2; TNF; IL6; IL1A; IL1B; CSF1; SNCA; EIF2AK2; CHUK; IKBKB; IKBKG; INS; INSR; IRS1; IRS2; IRS4; PIK3R1; PIK3R2; PIK3R3; PIK3CA; PIK3CD; PIK3CB; AKT1; AKT2; AKT3; MTOR; ULK1; ULK2; ATG101; ATG13; RB1CC1; AMBRA1; BECN1; BECN2; PIK3R4; ATG14; NRBF2; PIK3C3; ATG2A; ATG2B; WIPI2; WIPI1	D04905; Memantine hydrochloride (JAN/USP); D08174; Memantine (INN); D08869; Begacestat (USAN/INN); D09010; Tarenflurbil (USAN/INN); D09377; Semagacestat (USAN/INN); D09869; Avagacestat (USAN); D10739; Verubecestat (JAN/USAN/INN); D10946; Lanabecestat (USAN/INN); D10947; Lanabecestat camsylate (USAN); D11210; Flortaucipir F 18 (USAN); D11293; Gosuranemab (USAN); D11384; Hydromethylthionine mesylate (USAN); D11427; Hydromethylthionine (USAN/INN); D11456; Atabecestat (USAN/INN); D11509; Elenbecestat (JAN/USAN); D11533; Zagotenemab (USAN); D11687; Semorinemab (USAN/INN); D11690; Umibecestat (USAN/INN); D11840; Tilavonemab (USAN/INN); D12228; Bepranemab (USAN/INN); D12553; Nevadistinel (USAN); D12636; Posdinemab (USAN/INN); D12848; Etalanetug (USAN)	Oxidative phosphorylation; Proteasome; Calcium signaling pathway; Autophagy - animal; Protein processing in endoplasmic reticulum; Apoptosis; Wnt signaling pathway; Insulin signaling pathway; AGE-RAGE signaling pathway in diabetic complications
hsa05012	Parkinson disease - Homo sapiens (human)	Human Diseases; Neurodegenerative disease	ADORA2A; GNAL; GNAS; DRD2; GNAI1; GNAI3; GNAI2; ADCY5; PRKACA; PRKACB; PRKACG; DRD1; UBA1; UBA7; UBA52; RPS27A; UBB; UBC; UBE2L3; UBE2L6; UBE2J2; UBE2J1; UBE2G2; UBE2G1; PRKN; SNCA; GPR37; SEPTIN5; SNCAIP; PSMA6; PSMA2; PSMA4; PSMA7; PSMA8; PSMA5; PSMA1; PSMA3; PSMB6; PSMB7; PSMB3; PSMB2; PSMB5; PSMB1; PSMB4; PSMC2; PSMC1; PSMC4; PSMC6; PSMC3; PSMC5; PSMD2; PSMD1; PSMD3; PSMD9; PSMD12; PSMD11; PSMD6; PSMD7; PSMD13; PSMD4; PSMD14; PSMD8; ADRM1; SEM1; UCHL1; CALML3; CALM2; CALM3; CALM1; CALML6; CALML5; CALML4; CAMK2A; CAMK2D; CAMK2B; CAMK2G; MAPT; RYR3; ITPR1; ITPR2; ITPR3; PLCG1; HSPA5; ATF6; DDIT3; ERN1; XBP1; EIF2AK3; EIF2S1; ATF4; TH; MAOB; MAOA; SLC6A3; SLC18A1; SLC18A2; SLC11A2; SLC39A2; SLC39A3; SLC39A1; SLC39A4; SLC39A5; SLC39A6; SLC39A7; SLC39A8; SLC39A9; SLC39A10; SLC39A11; SLC39A12; SLC39A13; SLC39A14; ND1; ND2; ND3; ND4; ND4L; ND5; ND6; NDUFV1; NDUFV2; NDUFV3; NDUFA1; NDUFA2; NDUFA3; NDUFA4; NDUFA4L2; NDUFA5; NDUFA6; NDUFA7; NDUFA8; NDUFA9; NDUFA10; NDUFAB1; NDUFA11; NDUFA12; NDUFA13; NDUFB1; NDUFB2; NDUFB3; NDUFB4; NDUFB5; NDUFB6; NDUFB7; NDUFB8; NDUFB9; NDUFB10; NDUFB11; NDUFS1; NDUFS2; NDUFS3; NDUFS4; NDUFS5; NDUFS6; NDUFS7; NDUFS8; NDUFC1; NDUFC2; NDUFC2-KCTD14; SDHA; SDHB; SDHC; SDHD; UQCRFS1; CYTB; CYC1; UQCRC1; UQCRC2; UQCRH; UQCRHL; UQCRB; UQCRQ; UQCR10; UQCR11; COX3; COX1; COX2; COX4I2; COX4I1; COX5A; COX5B; COX6A1; COX6A2; COX6B1; COX6B2; COX6C; COX7A1; COX7A2; COX7A2L; COX7B; COX7B2; COX7C; COX8C; COX8A; ATP5F1A; ATP5F1B; ATP5F1C; ATP5F1D; ATP5F1E; ATP6; ATP5PB; ATP5MC1; ATP5MC2; ATP5MC3; ATP5PD; ATP5PO; ATP5PF; ATP8; PINK1; MCU; LRRK2; HTRA2; TRAP1; VDAC1; VDAC2; VDAC3; SLC25A4; SLC25A5; SLC25A6; SLC25A31; PPIF; CYCS; APAF1; CASP9; CASP3; PARK7; BCL2L1; BAX; MFN1; MFN2; KIF5A; KIF5B; KIF5C; KLC3; KLC1; KLC2; KLC4; TUBA1B; TUBA4A; TUBA3C; TUBA1A; TUBA1C; TUBA8; TUBA3E; TUBA3D; TUBAL3; TUBB6; TUBB; TUBB1; TUBB2A; TUBB3; TUBB4A; TUBB8; TUBB2B; TUBB4B; TP53; DUSP1; NFE2L2; TXN; TXN2; DAXX; MAP3K5; MAPK8; MAPK10; MAPK9; SOD1; KEAP1	D00059; Levodopa (JP18/USP/INN); D00502; Pergolide mesylate (USP); D00559; Pramipexole dihydrochloride (USP); D00780; Bromocriptine mesylate (USP); D00784; Ropinirole hydrochloride (JAN/USP); D00987; Cabergoline (JP18/USP/INN); D01505; Talipexole hydrochloride (JAN); D02004; Apomorphine hydrochloride (USP); D03165; Bromocriptine (USAN/INN); D04641; Istradefylline (JAN/USAN/INN); D05575; Pramipexole (USAN/INN); D05768; Rotigotine (JAN/USAN/INN); D05804; Sarizotan hydrochloride (USAN); D07460; Apomorphine (BAN); D08339; Pergolide (INN); D08489; Ropinirole (USAN/INN); D10014; Ioflupane I 123 (USAN); D11420; Prasinezumab (USAN/INN); D11467; Cinpanemab (USAN); D12796; Minzasolmin (USAN/INN)	Oxidative phosphorylation; Tyrosine metabolism; Proteasome; Calcium signaling pathway; Ubiquitin mediated proteolysis; Mitophagy - animal; Protein processing in endoplasmic reticulum; Apoptosis; Dopaminergic synapse
